,date,review,rating,isEdited,title,userName,developerResponse,review-en
10,2020-06-12 20:52:53,"Son sene Raunt'u aldıktan sonra ani bir kararla başaracağıma inandım ve sıkı çalışmaya başladım.Notlarımın düzelmesinin yanı sıra girdiğim denemelerde netlerimde ciddi miktarda bir artış oldu.İstediğim üniversiteye yerleştim.Bir senemi çöp olmaktan kurtardı diyebilirim bu uygulama.Uygulamada konu anlatımları,denemeler,gönderdiği test kitapları,ders programı düzenleyici program vb şeyler var.Adeta online dersane ama alıcağınız verim çok daha fazla olucağına emin olabilirsiniz.",5,FALSE,Raunt,yymnhyzxyl,,"I believed that I would succeed with a sudden decision after receiving Raunt last year and I started to work hard. In addition to the improvement of my notes, there was a significant increase in my networks in my experiments. Test books, curriculum organizer programs, etc.."
11,2020-06-08 17:07:08,Rauntu 12 ye geçerken kullanmaya başladım dershane düşünmüyordum çünkü. Çok eksiğim vardı o yüzden yeterli olur mu emin olamamıştım ama arkadaşlarımın tavsiyesi üzerine denemek istedim ve çok memnunum. Konu anlatımlarını dinleyip test çözüp denemelere girdim. Karantina sürecinde tekrardan doğru bir tercih yaptığımı anladım umarım istediğim yere de raunt sayesinde yerleşeceğim,5,FALSE,HARİKA,>|>|€{!~!~$'e,,"I started using Rauntu 12 because I didn't think of a classroom. I was very missing so I wasn't sure if it would be enough, but I wanted to try on the advice of my friends and I am very pleased. I listened to the lectures and solved the test and entered the experiments. I realized that I made the right choice again during the quarantine process, I hope I will settle where I wanted."
12,2020-06-07 18:27:25,Rauntu yeni aldım ve sınava az bir süre kalmasına rağmen çok verimli oldu baştan tüm konuları tekrar ettim ve denemeleriyle nerede olduğumu sıralamamı gördüm. Zaten ben aldığımda denemeler yeni konu düzenine uygundu hemen bu duruma uyum sağlanmıştı. Son birkaç ay için çok güzel bir dönem geçirmemi sağladı,5,FALSE,Çok iyi,asi345,,"I just bought the Rauntu and it was very productive, although the exam remained for a little time, I repeated all the issues from the beginning and I saw my order where I was. Already when I bought the trials were in accordance with the new subject order was immediately adapted to this situation. It made me spend a very nice period for the last few months"
13,2020-05-28 22:32:24,Youtube olmak üzere her yerde birçok konu anlatım videosu olduğu için neden alıyım diyenler olabiliyor ama yks ye hazırlananlar çok iyi bilir ki sadece konu anlatım videosu izlemekle hiçbir şey olmuyor. Rauntu satın alınca kendinize bir öğretmen veya koç almışsınız gibi düşünebilirsiniz. Sizi şu anki seviyenizden hedefinize ulaştıracak haftalık programlar hazırlıyor ve düzenli takip sağlıyor ve bu sayede motive oluyorsunuz gevşemeden çalışmaya devam ediyorsunuz. Konu anlatımlarını da testler ve denemeler ile desteklediği için sınava hazırlanmak için çok iyi bir tercih,5,FALSE,Mükemmel,utkuozdil,,"YouTube, including many subject narrative videos everywhere can be those who say why I can buy, but those who are preparing for YKS know very well that the lecture video is not something happens. When you buy a Rauntu, you can think of it as if you bought yourself a teacher or coach. You prepare weekly programs that will deliver you from your current level to your goal and provide regular follow -up and this is motivated and you continue to work without loosening. It is a very good choice to prepare for the exam because it supports the subject narratives with tests and trials."
14,2020-05-28 22:08:12,Raunt ile çalışmaya başladıktan bir süre sonra rauntta ve okulda yapılan denemelerde netlerimin arttığını çok açık bir şekilde görmeye başladım ve bu durum emeğimin karşılığını almak beni daha çok motive etti. Bu nedenle rauntu iyi ki almışım diyorum. İstikrarlı bir şekilde çalışmamı sağladı videolar ve kaynaklar zaten çok iyi olduğu için o konuda bir şüpheniz olmasın. Ben çevremdeki herkese öneriyorum raunt ile istediğim üniversiteyi kazanabileceğime inancım tam,5,FALSE,Mükemmel,alekseyivan456789,,"After a while after starting to work with Rauunt, I began to clearly see that my networks increased in the round and school, and this situation motivated me more. That's why I say that I bought the Rauntu. It has made me work steadily, so you don't have any doubts about it because the videos and resources are already very good. I recommend it to everyone around me."
15,2020-05-21 20:54:18,Uzun süredir rauntu kullanıyorum ve sınav haftalarında bana çok yardımcı oldu normalde pek çalışabilen biri değilimdir. şimdi karantina dönemi de eklenince çok daha zorlandım ama raunttaki günlük ve haftalık görevlerim beni çalışmaya itti. Evde bolca vaktimiz olduğu için bir sürü konu anlatım videosu izledim hepsi çok güzel ve üstüne soruları çözdüm. Hem konuyu yeni öğrenenler için sorular var hem de sonrasında yeni nesil daha zorlayıcı sorular var. Severek kullanıyorum.,5,FALSE,Başarının gerçek adresi,SOiuysal,,"I have been using RAUNTU for a long time and it helped me a lot during the exam weeks. Now I was more difficult when the quarantine period was added, but my daily and weekly tasks in the round pushed me to work. Since we have plenty of time at home, I watched a lot of lecture videos and all very nice and I solved the questions. There are questions for new learners, as well as the new generation more challenging questions. I use it fondly."
16,2020-05-21 20:49:38,"Kötü yorumlar geldiğini gördüm ama ben kesinlikle katılmıyorum biz okulca raunt kullanıyoruz ve tüm arkadaşlarım çok memnun. rauntun verdiği kaynaklar dışında ek kaynak alan nerdeyse kimse yok. Konu anlatımları, denemeleri, testleriyle her alandaki eksikleri kapatmaya yardımcı ben kesinlikle herkese öneririm",5,FALSE,Mükemmel uygulama,bgr8373828732,,"I saw that bad comments came, but I absolutely disagree we use a raunt in the school and all my friends are very satisfied. There is almost no one in addition to the resources given by the Raunt. Topic narratives, experiments, tests helping to close the deficiencies in every field I definitely recommend to everyone"
17,2020-04-21 12:52:41,Ders çalışmakta çok zorlanıyordum ve çevremin önerisi ile rauntu aldım. Hedefinize yönelik hazırladığı program ile kesinlikle motive olmamızı sağlıyor ders anlatımı açısından bir eksiği yok bence ben çok memnunum. Çalışma düzeni oluşturdum ve netlerim arttı. Rauntu tercih ettiğim için gayet memnunum soru işaretiniz varsa kesinlikle öneririm,5,FALSE,raunt süper,benmükoyum,,"I had a hard time studying and I got a round with the suggestion of my environment. With the program prepared for your goal, it certainly makes us motivated. I created a working order and my networks increased. I am very pleased to prefer rauntu if you have a question mark, I definitely recommend it."
18,2020-03-28 14:13:16,Bu zor dönemde öğrencileri düşünüp ücretsiz yaptığınız için teşekkür ederiz kimse bunu yapmazdı🖤,5,FALSE,Teşekkürler,feyza kose,,Thank you for thinking of the students for free in this difficult period.
19,2020-04-21 12:40:11,Eşit ağırlık seçince sözel dersleri ezberlemekte biraz sıkıntı yaşadım ve tavsiye üzerine rauntu aldım gerçekten konu anlatım videoları çok güzel setten çıkan test kitapları da piyasadaki çok iyi herkesin bildiği kitaplar. Benim derslerime çok yardımcı oldu çok memnunum,5,FALSE,başarılı olmuş,olartıkkk,,"When I choose equal weight, I had some trouble memorizing verbal lessons and I got a raunt on the advice. It helped my lessons very much, I am very satisfied"
20,2020-04-10 17:44:43,Evde kaldığımız bu zor günlerde raunttan tekrar tekrar memnun kaldım kendi kendime çalışmakta çok zorlanıyorum fakat raunttan hazırladığım hedef programım sayesinde çalışma isteğim geliyor videolar ile konuları öğrenip sonra soru çözümüne geçiyorum anlamadığım soruların da çözümlerini izliyorum. Gerçekten raunt tüm ihtiyaçlarımı karşılıyor başka ek bir şeye gereksinim duymuyorum. Herkese tavsiye ederim,5,FALSE,Öneriyorum,jindayildirim,,"I have been satisfied with the rant again and again in these difficult days we stayed at home, but I have a hard time working for myself, but thanks to my target program, I want to work with my target program, I learn the subjects and then I go to the question solution and then I watch the solutions of the questions I do not understand. Indeed, Rauunt meets all my needs, I don't need anything else. I would recommend it to everyone"
21,2020-04-10 17:05:18,"Normalde çalışmaktan nefret eden biriyimdir sınav senesi yaklaşınca bu işi nasıl düzelticem derken arkadaşım rauntu önerdi. Dershane veya özel derse gitmediğim için rauntu denemek istedim ve tahmin ettiğindem çok daha fazla memnun kaldım. Kendime bir çalışma programı hazırladım, konu anlatım videoları ile konu eksiklerimi giderip soru çözdüm ve denemelere katıldım. Netlerimdeki artış ben de dahil herkesi çok şaşırttı kesinlikle herkese tavsiye ederim",5,FALSE,Öneriyorum,Cmoztrk,,"Normally I hate working, I am the one who approached the exam year when I said how to correct this job, my friend Rauntu suggested. Since I didn't go to a classroom or private lesson, I wanted to try a Rauntu and I was much more satisfied. I prepared a work program for myself, I solved my subject shortcomings with the subject narrative videos and solved the question and participated in the experiments. The increase in my nets surprised everyone, including me, I would definitely recommend it to everyone."
22,2020-04-10 16:56:14,"Sadece okul, sınava çalışmak için yeterli olmuyordu dershaneye gitmediğim için kendime takviye olarak ne kullanabilirim diye düşünürken arkadaşlarım rauntu tavsiye ettiler. Konu anlatım videoları ve konu anlatımlı kitapları ile eksiklerimi giderip ardından hemen soru çözüyorum ve anlamadığım sorular için video çözümlerine bakıyorum. Ben çok memnun kaldım kurtarıcım oldu",5,FALSE,Memnunum,yaronnnyyyyy,,"Only the school was not enough to work for the exam because I did not go to the classroom while I was thinking about what I could use as a reinforcement, my friends recommended rauntu. With the lecture videos and lecture books, I solve my shortcomings and then solve questions immediately and look at video solutions for questions I don't understand. I was very pleased, I became a savior"
23,2020-09-07 10:09:19,"Telde ‘profili görüntüle’ ye bastığında uygulamadan atıyor her seferinde  ama bilgisayardan girdiğimde sıkıntı olmuyor. 
Nasıl düzelir acaba ?",5,FALSE,Profili görüntüle bölümü,mdkdldşrğğeeğppe,,"When you press the ‘View Profile ünde on the wire, he throws it out of the application every time but when I enter the computer, there is no problem.
How does it get better?"
24,2020-09-05 15:07:51,Uygulama açılıyor şifreyi girdikten sonra kapanıyor acil yardıma ihtiyacım var,5,FALSE,Kapanıyor,Parşsleö,,"The application is opening, I need urgent help after entering the password"
25,2019-10-04 5:59:05,"Son derece kaliteli icerik, kaliteli hocalar ancak soru cozum videolarindaki anlatimlar da bir o kadar kalitesiz ve bastan savma( Ozellikle matematik). Soru cozumlerinin video olarak verilmesindeki amac detaylari anlatmak, konuyu kavratmak. Boyle sacma “anlatim” tarzinda cekilmis videolar yerine sadece sorularin cevaplari verilip gecilse daha iyi.",1,FALSE,Hic yakismiyor,Kursat Alimli,,"Extremely high quality content, quality teachers, but the narratives in the question solution videos are as poor quality and from the beginning (especially mathematics). To explain the details of the purpose of the question solutions as a video, to comprehend the subject. It is better if only the answers to the questions were given and passed instead of the videos that were caught in the style of “narration”."
26,2020-09-09 13:45:35,Arkadaşlar boşuna paranız heba olmasın gidin Ebadan izleyin aynı içerik aynı hoca resmen boşuna paramız gitti ebadan bedavaya izleyin abi bir daha da almam zaten,1,FALSE,Beyninizi kullanın,ddracomalfoyy,,"Friends in vain, go to your money, go to the ebada watch the same content the same teacher officially went to vain money."
27,2020-04-06 13:49:53,Uygulamayı indirmek isteyenler için kesinlikle tavsiye ediyorum hem konu anlatım hem soru anlatım videolarıyla efsane gerçekten.Ne kadar eksiğiniz varsa kısa bir sürede kapatacağınıza eminim.Zaten yeni güncellemeler de yapıldı.Sürekli olarak deneme olması da çok güzel piyasadaki diğer denemelere bakınca gerçekten farkı anlıyorsunuz ben çok faydasını gördüm umarım sizin için de öyle olur :),5,FALSE,Yorum,nilsxx01,,"For those who want to download the application, I would definitely recommend that you will close the legend with the legend and the question narrative videos. I saw it, I hope it will be for you :)"
28,2020-11-29 10:58:35,iphone'umdan giriş yapamıyorum güncellemelerinde falan da bir sıkıntı yok yardımcı olur musunuz giriş bilgilerm doğru olmasına rağmen açılmıyor bazen de açılmasına rağmen kendi kendine hesabımdan çıkış yapıyor,2,FALSE,açılmıyor,f:(((((((,,I can not log in from my iPhone or something or something there is no problem.
29,2020-02-15 12:35:42,Ruanda yaklaşık 2 ay önce falan başladım denilebilir ve şu an baya iyi gidiyor.2 ay önceki girdiğim denemelerle şu an girdiğimin arasındaki farkta inanılmaz.Eskisinden çok daha iyi yapıyorum ve kendime güvenim geldi.Eğer gerçekten başarı elde etmek istiyorsanız raunttun üstüne tanımam.Bir çok şey denedim en iyisi buydu benim için.Motive olmanızı bile sağlıyor gerçekten güvenip alabilirsiniz.,5,FALSE,Yorum,zeynepsezerrr19,,Rwanda can be said to have started about 2 months ago and it is going well right now. I tried that was the best for me.
30,2019-12-15 18:07:53,"Denediklerimin içinde en hoşuma giden Raunt'tu! Birsürü ek kaynak değerlendirmesi yapmama rağmen bi türlü gerçekten ihtiyacım olan uygulamayı bulamıyorum. Youtube'da reklamını gördükten sonra Raunt'u da deneyim dedim, sonuç on numara. Hedef belirleme sistemi birçoğumuz başarılı olmak için atması gereken ilk adımı attırıyor. Denemelerle sanki dershanedeymişim gibi benim durumumu gözden geçiriyor, netlerime göre eksiklerimi buluyor, kapatmama yardımcı oluyor. Ama bence deneme sayıları biraz daha arttırılırsa bizim için çok iyi oluurr 💖💖",5,FALSE,Cok guzel tavsiye ederim,efe akyol,,"It was the Raunt that I liked most of what I tried! Although I have made a lot of additional resource assessments, I cannot find the application I really need. After seeing his ad on Youtube, I said Raunt experience, the result is number ten. The target determination system makes the first step to be taken to be successful. With the essays, he reviews my situation as if I was in the classroom, finds my shortcomings according to my net, helps me close. But I think if the number of trials is increased a little more, it will be very good for us 💖💖"
31,2020-10-29 6:50:18,QR Kodu okumuyor durmadan indirip siliyoruz ki okusun 1 gün düzeliyor sonra yine aynısı,1,FALSE,QR KOD SORUNU!!,Qrallls,,QR does not read the code without stopping and deleting that it reads for 1 day is getting better and then the same again
32,2018-08-12 22:05:33,"Güzel, tavsiye ediyorum 👍🏻",5,FALSE,Kaliteli,nhnnrgng,,"Beautiful, I recommend it 👍🏻"
33,2018-08-14 7:43:31,Uygulama durduk yere atıyor bi güncelleme üç gün sürüyor uygulama kasıyor çıldırmak üzereyiz,1,FALSE,Uygulama berbat çözüm bulun artık,raunt mağduru,,"Application is throwing it out of the update takes three days, the application is tight, we're about to go crazy"
34,2021-05-10 8:03:04,Derdime deva resmen keşke daha önce keşfetseydim özel dersten daha verimli resmen amacı olanlara kesinlikle tavsiye ediyorum bir an önce eksikleri olanlar almalı diye düşünüyorum,5,FALSE,Kusursuz,şeyma duman,,"I wish I had officially discovered before, I would definitely recommend it to those who have a more efficient purpose."
35,2021-11-20 8:39:13,Sürekli atıyor ve ana sayfaya döndürüyor silip yeniden yükledim düzelmedi app de bir sorun var,1,FALSE,Uygulamayı açamıyorum,arslansimge,"{'id': 26408143, 'body': 'Merhaba, yaşadığınız bu durumla ilgili 444 54 73 numaralı Raunt Destek Hattımızı arayabilir ya da destek@raunt.com e-posta adresine mesaj gönderebilirsiniz. Sonrasında teknik ekibimiz size yardımcı olacaktır.', 'modified': '2021-11-22T12:04:46Z'}",Constantly throwing and returning to the home page I deleted and reinstall it did not improve app also has a problem
36,2020-01-31 20:29:28,Ayyyyy ben hiç bu yorumların gerçek olabileceğine inanmıyordum arkadaşlar özel ders yanında ne ki süper süper!!💜💜💜 Babam az daha öldürüyodu beni ama baktı netler yükseldi allah allah diyor,5,FALSE,Çokkkk iyiiiiiii,zerringudducu,,Ayyyyy I never believe that these comments can be real friends.
37,2021-02-22 7:02:43,Öğretmenler güzel anlatmıyor. Çok gereksiz ayrıntıya giriliyor ya da üstün körü anlatılıyor. Soru çözümleri açıklayıcı değil kesinlikle tavsiye etmiyorum. Kitaplar zaten kendi kitapları falan değil. Fizik kimya biyoloji Palme konu anlatımlı. Sözel dersler limit . Matematik kendi kitabı sadece onun da bazı soruların cevabı bile yok. Çoğu videonun aynısı eba’da var,1,FALSE,Gereksiz,-takmaad-1,,"Teachers do not explain nicely. Very unnecessary details or superior blind. Question solutions are not descriptive, I certainly do not recommend. The books are not their own books anyway. Physics Chemistry Biology Palme. Verbal lessons limit. Mathematics has not even answers to some questions. Most of the same videos are in EBA"
38,2020-12-05 10:27:40,"Testler bölümüne geliyorum, filtrele kısmına geldiğimde alttan bir şey çıkıyor daha sonra hiç bir işlem yapamıyorum. Raunt mobil uygulama yaptık diyorsa bunun hatalarını düzeltmeli ben sırf bu yüzden bilgisayar almak zorunda kaldım. Mail verirseniz ekran fotoğrafı atabilirim...",1,FALSE,Sorun var,Kerim KESKİN,,"I come to the tests section, when I come to the filter section, something comes out of the bottom, then I can't do anything. If the raunt says we have made mobile application, it should correct the mistakes I had to get a computer just because of this. If you give an e -mail, I can take a screen photo ..."
39,2020-01-30 18:45:02,Baya iyi son zamanlarda raunt sayesinde notlarımı yükselttim,5,FALSE,Öneriyorum,melkeepinar,,"Well, I raised my notes thanks to the rant lately"
40,2019-12-27 19:58:36,Gerçekten güzel bir iş çıkarmışlar. Geniş bir hazinesi var ister kitaplarla ister dijital içeriği ile olsun. Konu eksikliklerinizi belirleyip ona göre size özel bir çalışma programı çıkartan güzel bir sistemi car. Yorumlarda güncelleme inmiyor yada kasıyor gibi yorumlar var ama bunlar olası sorunlar ara sıra olabilir. Gayet güzel bence. İphone da bazen karekod okumada sorun olabiliyor bunun için ayarlar>denetim merkezi>denetimleri özelleştir>QR kodu okuyucu yazısının yanındaki yeşil+ yı seçince denetim merkezinden kodu okutabiliyorsunuz,4,FALSE,Harika,yahuyook,,"They did a really good job. It has a wide treasure, whether it is with books or digital content. CAR CAR CAR CAR CAR CAR CAR that identifies your deficiencies and produces a special work program for you. There are comments like the update in the comments, but they may be occasional problems. I think it's fine. Settings> Control Center> Customize the Green+ Yan next to the Settings> Control Center> QR Code Reader."
41,2020-01-23 1:17:22,"Almadan önce bir yıldızlı yorumlardan çekinmiştim ama yakından inceleme şansım olduğunda(yakın bir arkadaşım satın aldığında) teknik hataları ve anlatım yetersizliğini düşünemedim. Aksine bulunduğum okuldan daha kapsamlı onu farkettim. Geçmişe yönelik bilgileri hatırlatıyor olması, diğer uygulamalar gibi anlatılsın geçilsin mantığı taşımadığı için tek dinlemede kavrıyorsunuz kolayca. Alırken incelediğimi söylemiştim onlardan hatırladığım tek yorum ""başka güzel uygulamalar da var"" allah aşkına ne var. Okuyup yok gerçekten başka da çarem yok demiştim. Ama iyiki de yokmuş başka çarem😈",5,FALSE,Love ittt!!,Gülçin Kırış💃🏻,,"Before I bought it, I was afraid of a star comments, but when I had a chance to examine closely (when a close friend bought a close friend), I couldn't think of technical errors and lack of expression. On the contrary, I noticed him more comprehensive than my school. Reminding the information for the past, like other applications, describing the logic of passing the logic does not carry the only listening. I told them that I examined while buying the only comment I remember from them ""There are other good applications"" what is for the sake of God. I said I didn't really read it and I don't really have any choice. But well, it wasn't there any other remedy😈"
42,2020-01-22 21:55:34,"Raunt beni biraz da olsa derse yönlendiren hayatımdaki tek şey diyebilirim.Ne kadar ders çalışma isteğim olmasa da ara ara Raunt'a girip konu anlatım videoları seyretmeyi ve deneme sınavlarına katılmayı seviyorum.Eksiklerime göre bana yön veriyor.Hiç çalışmamaktansa bu uygulama sayesinde bir şekilde az çok çalışabiliyorum.Özellikle yazılı öncesi bütün konularımı burda hallediyorum.Telefonda olması onu el altında daha çabuk ulaşılmasını sağlıyor.Güzel bir uygulama,tavsiye ederim.",5,FALSE,Harika,BerkayÇiçek,,Raunt is the only thing in my life that directs me to the lesson. Especially before the written before all the issues here.
43,2020-01-22 21:34:15,"Raunt derslerim açısından bana çok destek oldu.Telefon,bilgisayar gibi iletişim araçlarında çok takılan birisi kesinlikle bu ugyulamayı indirmeli.Hiç çalışmasanız bile arada bir eliniz gidiyor ve kendinize ders konusunda bişeyler katabiliyorsunuz.Raunt'un gönderdiği test kitaplarındaki sorular da ayrıca çok güzel.Her deneme sınavında netlerim bir öncekine göre düzeliyor konu anlatım videoları sayesinde.Hersey planlı ve gidişatı çok iyi.Dersler konusunda tam destekçi bir uygulama.",5,FALSE,çok iyi,sefaaakoc__,,"It was a lot of support for me in terms of my RAUNT COURSES. In the exam, my networks are improved compared to the previous lecture videos."
44,2020-01-22 21:15:34,"Bu uygulama eğitim içerikli,ders çalışmaya yönlendirmek açısından efsane iyi bir uygulama.Konu anlatım videolari o kadar akışkan ve verimli geçiyor ki bazen başa sarip tekrar izliyorum.Dolmuşta giderken,bir yerde oturmuş sıra beklerken,ders çalışmam gerektiğini bildiğim ama çalışasımın olmadığı zamanlar vs. girip derslerimi geliştiriyorum.Seviyemi belirliyor ve ona göre ne olduğumu ve ne olacağımı belirlerken emin adımlar atıyorum.",5,FALSE,Mükkemmel,gükgğlhtdşöb,,"This application is a good application in terms of education content, legendary in terms of directing the study. I enter and develop my lessons."
45,2020-01-21 17:56:13,Raunt soru çözüm videoları ile çözemediğim bütün soruları artık rahatça çözmemde yardımcı oluyor.Konu anlatım videolarıyla ilk önce konuyu pekiştirdikten sonra tabiki.Planlı olması da bana aşırı katkı sağladı herkese gönül rahatlığıyla tavsiye ediyorum kesinlikle bi bakmalısınız,5,FALSE,Teşekkürler!,yagizovic,,RAUNT QUESTION SOLUTION videos with all the questions that I can not solve now helps to solve it comfortably.
46,2020-01-18 11:51:32,"Okulum vasıtasıyla almıştım uygulamayı, neden Raunt'u seçtiklerini de şimdi daha iyi anlıyorum. Sistemdeki özellikler sayesinde başarımı her zaman bi adım daha yukarıya taşıyabileceğimi anladım. Mesela soru bankasındaki soruları çok kaliteli, üniversite sınavındaki soruların aynı kalıbından ve kopyası (hatta bunu instagram sayfasından görebilirsiniz). Birde çözdüğümüz sorulara göre aylık olarak uygulamayı kullanan diğer öğrencilerle olan sıralamamızı görebiliyoruz. Haftalık ders programımızı ayarlayıp planlı çalışma yeteneği de kazanabiliyoruz.",5,FALSE,BAŞARILI,qğgkwpvöwşglefl,,"I got the application through my school, why I understand better why they chose Rauunt. Thanks to the features in the system, I realized that I could always carry my success. For example, the question bank is very high quality, the same pattern of the university exam questions and copies (you can even see this from the instagram page). According to the questions we have solved, we can see our ranking with other students who use the application monthly. We can also adjust our weekly course program and gain planned work."
