,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,content-en
10,577c4773-d5a1-43fc-b972-d9da462fab11,Melike Kayahan,https://play-lh.googleusercontent.com/a/AAcHTtfCEy1HWUQkyTl9hPE1svnsYzv3M1L4Zxrbxv0d=mo,Hata veriyor uygulamaya giremiyorum .,2,0,1.16.6,2023-03-11 19:10:13,"Merhabalar, yaşadığınız bu durumla ilgili size yardımcı olabilmemiz için 444 54 73 numaralı Raunt Destek Hattımızı arayabilir ya da destek@raunt.com e-posta adresine mesaj gönderebilirsiniz. Raunt'la ilgili her konuda size yardımcı olmak isteriz. Sevgilerimizle. 🙏",2023-03-13 7:57:26,1.16.6,"It gives an error, I can't get into the application."
11,fff4efbf-4608-43d0-87d3-4e454e762f83,Talha KARATEKIN,https://play-lh.googleusercontent.com/a-/AD_cMMRjlyAavrzYMVRTINAGBQzKxjQBNLmAEr6W__FP,Tek tek şıkları okuyan hocalarinizin amk,1,0,1.16.5,2023-03-04 7:46:14,,,1.16.5,Amk of your teachers who read the individual options
12,83236405-ba0f-4ccb-9d9d-a203d90054ae,barış erdönmez,https://play-lh.googleusercontent.com/a-/AD_cMMT5kNz42H9Ngay96bLSHqvRzrcUIuMxpwpFM8uZCQ,"E doğa içinde gömülü vaziyette olan rauntu malesef 3 aydır açamıyoruz telefondan.pc den e doğa ya girip raunta tıklayınca direk olarak açılan sayfa , telefonda da böyle iken. Şimdi şifre istiyor ve şifre kabul etmiyor. Acayip kötüleşti bu durum. Bir an önce ciddi olarak çözüm üretin. Şifre sıfırlayın demeyin ..şifre falan olayı değil. Biz kurumsal olrak uygulama içinden direk bağlanıyoruz. Lütfen çözüm bulun",1,6,1.16.3,2023-02-28 10:56:57,"Merhabalar, yaşadığınız bu durumla ilgili size yardımcı olabilmemiz için 444 54 73 numaralı Raunt Destek Hattımızı arayabilir ya da destek@raunt.com e-posta adresine mesaj gönderebilirsiniz. Raunt'la ilgili her konuda size yardımcı olmak isteriz. Sevgilerimizle. 🙏",2023-02-28 14:09:30,1.16.3,"E buried in nature, unfortunately, unfortunately we cannot open for 3 months. Now he wants a password and does not accept the password. It's worsened. Produce seriously as soon as possible. Don't say reset the password. We are connected directly from the application. Please find a solution"
13,d818c8a4-aba5-44e7-8893-d86b5382882d,Betül Beyza Özyürek,https://play-lh.googleusercontent.com/a-/AD_cMMSVHWezGcPEene-73PvZjoXCVycYRosoHPXl1jPfA,"Çok başarılı bir sistem kısa sürede yardımcı oluyor her sayfanın videosu örnek sorular, çıkmış sorular ve kritik kafa karıştırıcı sorulara bile hazırlıyor sizi. Ayrıca kitapta bulunan örnek soruların cevaplarını da videolu anlatım olsaydı daha iyi olurdu diye düşünüyorum mantığı kavramak için. (Matematik konusunda)",5,0,,2023-02-22 13:08:56,"Merhaba, geri bildiriminiz için teşekkür ederiz. 😊 Önerinizi ilgili ekiplerimize iletiyoruz. Öneri ve eleştirilerinizle ilgili size yardımcı olabilmemiz için 444 54 73 numaralı Raunt Destek Hattımızı arayabilir ya da destek@raunt.com e-posta adresine mesaj gönderebilirsiniz.🙏 Raunt Ekibi olarak başarılar dileriz. ❤️",2023-02-22 13:12:19,,"A very successful system helps you in the video of each page in a short time, even for sample questions, output questions and critical confusing questions. In addition, the answers to the sample questions in the book would be better if there was a video narrative to comprehend the logic. (About mathematics)"
14,79180161-34cf-4b2a-9a79-6e09f3f8c283,Yuşa Delen,https://play-lh.googleusercontent.com/a-/AD_cMMSCQewusrDG7lq5ST5pV89n641EiktxFcJsOP5lxGE,Sevgilimle geçen sene birlikte almıştık ama cevap anahtarına ulaşamıyoruz destek hattından şikayetimizi dile getirdiğimizde doğru düzgün ilgenmediler baştan savma iş yapmayın!! O kadar para verdik zamanında lütfen düzgün ilgilenin,1,1,,2023-02-21 19:46:04,"Merhaba, önceki yıllara ait Raunt basılı yayınlarını kullanmaya devam eden kullanıcılarımız https://www.raunt.com/online-islemler?ref=duyuru linkinden kitaplarındaki testlere ait soruların cevap anahtarlarına ulaşabilirler. Raunt'la ilgili her konuda size yardımcı olmak isteriz. Sevgilerimizle. 🙏",2023-02-22 13:25:23,,"We bought it together with my girlfriend last year, but we cannot reach the answer key when we express our complaint from the support line, do not do it properly. We gave so much money, please take care of it properly"
15,d29cecd5-cdf3-43ed-8683-d6e041839bc1,Arda Zeren,https://play-lh.googleusercontent.com/a-/AD_cMMQwZscxhIXlxyb6gY4AZSbW9W1TJQvRkN3deeBg,"Düşündüğünüz kadar kullanışlı değil. YouTube'dan erişebileceğinizden fazlası değil. Uygulaması için alınmaz. 10. paketi aldım ve gözlemlerime göre kitap kalitesi de ortalama, kitaplardaki konu özetleri kullanışlı ancak test kısımları çok ortalama. Bence fiyatının karşılığını veremiyor ancak fiyatı hesabı yapılırsa ve tek tek kitap almaktan daha mantıklı gelirse alınabilir. Ve de tekrar söylüyorum kullanışlı değil. Uygulamaya cevap anahtarı ve soru çözümü dışında girmiyorsunuz.",1,1,,2023-02-11 18:23:37,"Merhabalar, Raunt'un dijital sistemi ve kullanımıyla ilgili olarak sizi detaylı bir biçimde bilgilendirmek isteriz. Raunt'la ilgili eleştiri ve önerileriniz için 444 54 73 numaralı Raunt Destek Hattımızı arayabilir ya da destek@raunt.com e-posta adresine mesaj gönderebilirsiniz. 🙏",2023-02-14 12:43:11,,"Not as useful as you think. Not more than you can access from Youtube. Not for application. I bought the 10th package and according to my observations, the quality of the book is average, the subject summaries in the books are useful, but the test sections are very average. I think it cannot pay for its price, but it can be taken if the price is calculated and it makes more sense than buying a book. And I'm telling you again, not useful. You do not enter the application except for the answer key and question solution."
16,5a8f24fd-3532-402c-835b-2f3eeab6461c,Nisa Yılmaz,https://play-lh.googleusercontent.com/a-/AD_cMMTE12TK0MCeDlP-NBQtlTPioq6gPOwMEkqjIQCr8Q,Çok iyi 1. Dönem bittiğinde aldım 15 tatilde tüm konuları bitirdim şuan full kaynak.atından konutekrarı ve soru çözüyorum mükemmel Vgfyfhygjgfjyggjgjyggjvjhgyjg RANDOM yjtygjyguygyjgyjgjugybujhgjubiuhiuhiuhiuhiuhuihiohuohoijooijiohkihkjnjkbhvghfytfdtrdytfytygyugjygujhijijijij,5,0,1.15.7,2023-02-05 9:47:41,"Merhaba, geri bildiriminiz için teşekkür ederiz. 😊 Raunt Ekibi olarak başarılar dileriz. 🙏❤️",2023-02-05 10:31:54,1.15.7,Very good when I finished the first period I finished all the topics on the 15 holidays I finished full source. BHVGHFYTFDTRDYTFYTYGYUGYGYGYGHijijijijijijijijijijijijijijijijijijijijij
17,c996e5e8-d9be-4402-b0a9-1482d6e5fad2,Dilşah Tufan,https://play-lh.googleusercontent.com/a-/AD_cMMRqdYyvv-Bt4377FLt5Y-E7wiXAB3Bz6Y71_TCiZA,Uygulama çok fazla donuyor ve yavaş bunu kısa süre içinde halledin lütfen,2,0,1.15.7,2023-02-02 10:25:48,"Merhabalar, yaşadığınız bu durumla ilgili size yardımcı olabilmemiz için 444 54 73 numaralı Raunt Destek Hattımızı arayabilir ya da destek@raunt.com e-posta adresine mesaj gönderebilirsiniz. Raunt'la ilgili her konuda size yardımcı olmak isteriz. Sevgilerimizle. 🙏",2023-02-02 10:27:05,1.15.7,The application freezes too much and slowly handle it in a short time
18,54343e22-63ff-4270-9677-db342fe57e42,su acar,https://play-lh.googleusercontent.com/a/AAcHTtcrZFHyx3e14wqWf3T4QkF0_SgZ6Nu-8kjSn71r=mo,Konu anlatımları ve uygulama tasarımı verim çok iyi ancak keşke her konunun kaçar dakikalık videodan olduğu yanında yazsa böylece ne kadar zaman vereceğimizi görüp ona göre planlayabiliriz. Ve puan hesabında kırık obp hesabıda eklense harika olur.,5,0,,2023-02-01 23:37:56,"Merhaba, geri bildiriminiz için teşekkür ederiz. 😊 Talebinizi ilgili ekiplerimize iletiyoruz. Öneri ve eleştirilerinizle ilgili size yardımcı olabilmemiz için 444 54 73 numaralı Raunt Destek Hattımızı arayabilir ya da destek@raunt.com e-posta adresine mesaj gönderebilirsiniz.🙏 Raunt Ekibi olarak başarılar dileriz. ❤️",2023-02-02 10:08:45,,"Lecture and application design efficiency is very good, but I wish we can see how much time we will give and plan it according to it if it wrote that every topic is from the escapes. And it would be great if the broken OBP account is added in the score account."
19,1f70da8e-187d-46a3-aaf6-4dd50334b869,Esra İlkazi,https://play-lh.googleusercontent.com/a/AAcHTtcaQNM635DZJZ_FVWDAv__olOJzLMzkYUjxNJNN=mo,asla tavsiye etmiyorum o kadar test kitabı çöp oldu cevap anahtarı açılmıyor verdiğim parayı 1 gram bile hak etmiyor sorunum çözümlenmesini istiyorum,1,1,,2023-01-25 9:10:55,"Merhaba, önceki yıllara ait Raunt basılı yayınlarını kullanmaya devam eden kullanıcılarımız https://www.raunt.com/online-islemler?ref=duyuru linkinden kitaplarındaki testlere ait soruların cevap anahtarlarına ulaşabilirler. Yaşadığınız durumla ilgili size yardımcı olabilmemiz için 444 54 73 numaralı Raunt Destek Hattımızı arayabilirsiniz. 🙏",2023-01-25 10:24:18,,I never recommend it so much test book was the garbage answer key does not open the money I gave even 1 gram does not deserve the problem I want to be solved
20,436bee8c-81c2-42ba-8b35-04539826af12,Alperen Doğan,https://play-lh.googleusercontent.com/a-/AD_cMMQ24i4N-0y4fHn1njVozCCDg4LOaFL3e5wQuNnxyyw,Cevap anahtarına bakmak için uygulamada cevapları kimin fikriydi gerçekten merak ediyorum çok dahiyane (!),1,0,,2023-01-16 15:52:06,"Merhabalar, Raunt'un dijital sistemi ve kullanımıyla ilgili olarak sizi detaylı bir biçimde bilgilendirmek isteriz. Raunt'la ilgili eleştiri ve önerileriniz için 444 54 73 numaralı Raunt Destek Hattımızı arayabilir ya da destek@raunt.com e-posta adresine mesaj gönderebilirsiniz. 🙏",2023-01-18 8:02:59,,I really wondered who the answers in the application to look at the answer key was very genius (!)
21,7b3db32c-e1f8-4db5-b609-41dffbb7378a,Fatmagül Ece Özcelep,https://play-lh.googleusercontent.com/a/AAcHTtdOKTdHgxWMMdZMPhhHg7jGV3dKdghBnyjlYRd2=mo,Derskonu kitaplarını mobilden açamıyorum ilk aylarda iyiydi şu zamanlada çok kasmaya başladı,1,0,1.15.6,2023-01-05 14:48:57,"Merhabalar, yaşadığınız bu durumla ilgili size yardımcı olabilmemiz için 444 54 73 numaralı Raunt Destek Hattımızı arayabilir ya da destek@raunt.com e-posta adresine mesaj gönderebilirsiniz. Raunt'la ilgili her konuda size yardımcı olmak isteriz. Sevgilerimizle. 🙏",2023-01-06 10:40:27,1.15.6,I can't open the lesson books from mobile. It was good in the first months.
22,944b31ba-9dec-4e93-91ec-e96275e01fea,Ramazan Özyurt,https://play-lh.googleusercontent.com/a/AAcHTtfFxPhOuYAJ7y7vFTxM8LNtMrI8_kqrACaZSZ-C=mo,12. Sınıf tyt ayt sayısal paketini aldım hiç verim alamadım şimdi tekrar giricem sınava. Bu parayı bunlara vereceğinize test kitaplarını kendiniz alıp youtube üzerinden konu anlatımı ve soru çözümü izlemenizi tavsiye ederim. Konu anlatan hocalara gelirsek robot diyebilirim,1,15,1.15.5,2023-01-02 13:23:26,"Merhabalar, öneri ve eleştirilerinizle ilgili size yardımcı olabilmemiz için 444 54 73 numaralı Raunt Destek Hattımızı arayabilir ya da destek@raunt.com e-posta adresine mesaj gönderebilirsiniz. Raunt'la ilgili her konuda size yardımcı olmak isteriz. 🙏",2023-01-02 18:52:01,1.15.5,"12th Grade Tyt AYT I got the numerical package I could not get any efficiency now I will go back to the exam. I recommend you to take the test books yourself and watch the question solution through Youtube. If we come to the teachers about the subject, I can say robot"
23,6a7299a4-53e0-4562-91ce-a5b7d6bd853a,Yeter Turcan,https://play-lh.googleusercontent.com/a/AAcHTtcB3B6u81Bfgv9On9Rr-l89J7BttR7_Es9HKxFO=mo,Çok beğendim fakat 9.sınıf fizik hocası anlatamiyo bildiklerimide unutturuyor,4,0,1.15.5,2022-12-31 11:04:45,"Merhaba, geri bildiriminiz için teşekkür ederiz. 😊 Talebinizi ilgili ekiplerimize iletiyoruz. Öneri ve eleştirilerinizle ilgili size yardımcı olabilmemiz için 444 54 73 numaralı Raunt Destek Hattımızı arayabilir ya da destek@raunt.com e-posta adresine mesaj gönderebilirsiniz.🙏 Raunt Ekibi olarak başarılar dileriz. ❤️",2023-01-01 17:52:31,1.15.5,"I like it very much, but the 9th grade physics teacher can not tell me what I know"
24,89e023db-0af9-44ef-aa2d-9c901e03bf26,Makbulegül YAVUZ,https://play-lh.googleusercontent.com/a-/AD_cMMSf4uMYpOmfZ-f0SuHcWKMTEJS4t5-pIomYm71B,Birinci dönemin yarısında alabilmiştim. Ama hiç sorun olmadı tüm eksiklerimi kapattım. Soru bankaları ve konu anlatımları çok iyi.,5,5,1.15.5,2022-12-30 12:20:40,"Merhaba, geri bildiriminiz için teşekkür ederiz. 😊 Raunt Ekibi olarak başarılar dileriz. 🙏❤️",2022-12-31 10:17:49,1.15.5,"I was able to get it in the half of the first period. But there was no problem, I closed all my shortcomings. Question banks and lectures are very good."
25,d784e2c4-2edd-425a-b89a-e16f587054bc,Aylin Aydın,https://play-lh.googleusercontent.com/a/AAcHTtf1cM-wTYwWEk6ivur-8BP3xDVO6cNhLvmFSQP1=mo,Beğenmediğim 2 noktası var matematik anlatımını sevmedim birde konu anlatımındaki etkinlik kısımlarının cevap anahtarı yok doğru mu yaptık yanlış mı yaptık öğrenemiyoruz.,4,0,1.15.5,2022-12-15 17:11:08,"Merhaba, Raunt'la ilgili size yardımcı olabilmemiz için 444 54 73 numaralı Raunt Destek Hattımızı arayabilir ya da destek@raunt.com e-posta adresine mesaj gönderebilirsiniz. 😊 Sevgilerimizle. 🙏",2022-11-17 8:41:29,1.15.5,"There are 2 points I don't like, I didn't like the math expression."
26,2f0b541d-2728-4f5e-8b59-b0ba71247f11,Esma Aytekin,https://play-lh.googleusercontent.com/a-/AD_cMMR--GzpNFhnLGbZ7mQr7TkDPo_SVIyBlLVjod_2hPU,Çok güzel bir sistemi var çok faydalı içerikleri mevcut ama cep uygulaması olarak bir kaç yeniliğe daha ihtiyacı var bence,5,0,1.15.0,2022-12-07 8:53:43,"Merhaba, geri bildiriminiz için teşekkür ederiz. 😊 Raunt Ekibi olarak başarılar dileriz. 🙏❤️",2022-10-03 10:37:54,1.15.0,"It has a very nice system, it has very useful content, but I think it needs a few more innovations as a mobile application."
27,1d575448-b6e1-4cd8-98c3-d67abe321296,yavuz Baylann,https://play-lh.googleusercontent.com/a/AAcHTtfFWFojcwzPiQq6GwG--7pyYcydDFcybX7NDkGS=mo,Çok yararlı vakit kazandıran doğru strateji leri ve değerli eğitimcileri içinde barındıran fevkalade bir uygulama Yazılım ve tasarım konusunda bazı şeyleri daha basite indirgemek yeni kullanıcıların uygulamanızı çok daha faydalı ve keyifle kullanmalarına olanak sağlayacaktır.,4,3,1.15.3,2022-12-06 1:43:46,"Merhaba, öncelikle yorumunuz için çok teşekkür ederiz. 😊 Elbette önerinizi Raunt Ekibimizle paylaşacağız. Raunt'la ilgili her konuda size destek olmaktan mutluluk duyarız. Tüm hayallerinizin gerçek olması dileğiyle başarılar dileriz. 🙏❤️",2022-12-06 11:48:31,1.15.3,A extraordinary application that includes the right strategies and valuable educators with a very useful time will simplify some things in software and design.
28,2fdb2f66-90c3-477a-993a-b021c98da4db,yağmur karagöz,https://play-lh.googleusercontent.com/a-/AD_cMMTMwfCKs0z2MkZOGlfzoi_BLJA_L4y2_0WLVVGV,Neredeyse bir aydır ne telefondan ne de bilgisayardan giriş yapamıyorum giriş yapsam sürekli donuyor derslere bakamıyorum. Bu sorunu en kısa sürede çözmeniz lazım. Bu uygulamayı kullananlar bedava kullanmıyor sonuçta verdiğimiz paraya değmeli.,1,0,,2022-12-05 15:37:06,"Merhaba, yaşadığınız bu durumla ilgili size yardımcı olabilmemiz için 444 54 73 numaralı Raunt Destek Hattımızı arayabilir ya da destek@raunt.com e-posta adresine mesaj gönderebilirsiniz. Raunt'la ilgili her konuda size yardımcı olmak isteriz. Sevgilerimizle. 🙏",2022-12-06 8:02:58,,"I can't log in from the phone or the computer for almost a month, I can't look at the classes that are constantly freezing if I log in. You have to solve this problem as soon as possible. Those who use this application do not use free of charge."
29,b435290d-9133-43b8-bbc8-608397be16eb,Burhan Nurdogan,https://play-lh.googleusercontent.com/a-/AD_cMMQxnlxQJdrbdNNtyuoT01ocd2zVG32qhy_56bfW,"Beğendim, ama pahalı...",4,0,1.15.3,2022-12-02 13:10:45,"Merhaba, geri bildiriminiz için teşekkür ederiz. 😊 Raunt'la ilgili sizi detaylı bilgilendirmek isteriz bunun için 444 54 73 numaralı Raunt Destek Hattımızı arayabilir ya da destek@raunt.com e-posta adresine mesaj gönderebilirsiniz. 🙏❤️",2022-12-03 10:55:31,1.15.3,"I like it, but it is expensive ..."
30,74521867-3488-47ce-a456-a7d00dbd37be,Batuhan,https://play-lh.googleusercontent.com/a/AAcHTtd0NgG7855kFMXqwnbKtDNGazs9xyP-oMil_HLK=mo,On numara müşteri Hizmetleri var,5,0,1.15.3,2022-11-30 9:16:03,"Merhaba, geri bildiriminiz için teşekkür ederiz. 😊 Raunt Ekibi olarak başarılar dileriz. 🙏❤️",2022-11-30 10:03:03,1.15.3,Number Ten Customer Service
31,94b15df6-4838-4524-9799-32ca900f94b0,Tuğba Demir,https://play-lh.googleusercontent.com/a-/AD_cMMS77eR_ILQPK-qr1Rne_ZtlVt_i43vYoUejQeZibg,guzel bir uygulama deftere yazi yazmaya gerek kalmiyo cunku konu anlatimlari gayet iyi,5,0,1.15.3,2022-11-28 17:37:18,"Merhaba, geri bildiriminiz için teşekkür ederiz. 😊 Raunt Ekibi olarak başarılar dileriz. 🙏❤️",2022-11-28 18:13:28,1.15.3,a nice application is not necessary to write a text in the book because the narratives are fine
32,a72c0c89-c241-412e-b154-b61fa483fb49,Büşra Atese,https://play-lh.googleusercontent.com/a/AAcHTtcuYd6cFfmIR1KSX6jA6xw74wDA6oO-b-X0N0ec=mo,Ben geçen yıl raunt aldım bu yıl mezuna kaldım raunt kitaplarının cevap anahtarına ulasamadigim için çözemiyorum öyle saçma bir uygulama ki resmen öğrenciyi zor durumda bırakmak için yapmışlar bari cevap anahtarlarını arkasına yazsaydınız ben 2 -3 kitabın cevabını bulabilmek için raunt paketlerini tekrar almak zorundamıyım kardeşim nasıl saçma bir şey ya cevap anahtarına hiçbir şekilde ulaşılmıyor allahtan korkun o kadar kitabı çöpe mi atayım ya,1,8,1.15.3,2022-11-28 12:20:08,"Merhaba, önceki yıllara ait Raunt basılı yayınlarını kullanmaya devam eden kullanıcılarımız https://www.raunt.com/online-islemler?ref=duyuru linkinden kitaplarındaki testlere ait soruların cevap anahtarlarına ulaşabilirler. 🙏 😊",2022-11-28 13:03:43,1.15.3,"I got a round last year I stayed in the graduation of the RAUNT books I could not reach the answer key of the answer to such a ridiculous application that officially made the student to put the student in a difficult situation if you wrote the answer to the back of the 2 -3 book to find the answer to the rant packages I have to get a ridiculous my brother. Well, the answer key is not reached in any way, fear Allah, will I throw so many books in the trash"
33,f2f1cd3f-37f9-43e6-aef6-6db6737d8a6f,yagmur has,https://play-lh.googleusercontent.com/a-/AD_cMMQz101MOgDXJwCM3F1-Im-Gp5PwFttDjEHhRVrf,Hocaların hep aynı olmasını pek sevmiyorum birkaç hoca olsa daha iyi olurdu ama onun dışında çok güzel👍🏻,3,0,,2022-11-17 18:23:11,"Merhaba, önerinizi Raunt Ekibimizle paylaşacağız. Raunt'la ilgili her konuda size destek olmaktan mutluluk duyarız ve başarılar dileriz. 🙏❤️",2022-11-18 7:36:13,,I don't like the teachers always the same.
34,ae7d54c8-13ef-4d17-b4cd-cbeb7c3aaee9,A,https://play-lh.googleusercontent.com/a/AAcHTtesa9XVrxIrKvvb0eXYX3p97c2G83ikEFBdiKPBOzw=mo,Karekod okumuyor,1,0,1.15.0,2022-11-11 21:57:12,"Merhaba, yaşadığınız bu durumla ilgili size yardımcı olabilmemiz için 444 54 73 numaralı Raunt Destek Hattımızı arayabilir ya da destek@raunt.com e-posta adresine mesaj gönderebilirsiniz. Raunt'la ilgili her konuda size yardımcı olmak isteriz. 🙏😊",2022-11-12 13:59:37,1.15.0,Does not read the square
